term,fallback_term,term_type,geography,date_range,date,interest,data_status,run_id,source_term,geo_code,search_type,category,retrieval_date,is_partial
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-02-20,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-02-27,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-03-06,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-03-13,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-03-20,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-03-27,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-04-03,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-04-10,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-04-17,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-04-24,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-05-01,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-05-08,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-05-15,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-05-22,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-05-29,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-06-05,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-06-12,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-06-19,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-06-26,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-07-03,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-07-10,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-07-17,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-07-24,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-07-31,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-08-07,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-08-14,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-08-21,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-08-28,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-09-04,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-09-11,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-09-18,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-09-25,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-10-02,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-10-09,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-10-16,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-10-23,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-10-30,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-11-06,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-11-13,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-11-20,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-11-27,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-12-04,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-12-11,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-12-18,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2022-12-25,100,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2023-01-01,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2023-01-08,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2023-01-15,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
what happens when you type a url in the browser,,Search term,US,2021-08-24 to 2026-08-24,2023-01-22,0,sufficient,8225699d39f6,what happens when you type a url in the browser,US,Google Web Search,All categories,2026-08-24,False
